prior_knowledge_score,avg_quiz_score,cognitive_load_score,avg_time_per_question,error_rate,revision_frequency,help_requests_count,attention_span_score,mental_fatigue_score,time_variation,concept_mastery_rate,engagement_rate,avg_study_time_per_day,performance_score,ready_for_advanced,ready_for_advanced_svc,learning_path_type,recommended_difficulty
75,21,9,105,0.4190472418813441,4,14,6,9,20,48,12,1,41.32607395594804,0,0,0,0
83,22,1,61,0.8957916762644169,13,0,8,9,28,61,88,4,84.15009337767272,1,1,2,2
31,72,7,60,0.5757783447830018,14,5,7,8,27,64,3,3,92.46760038816842,1,1,2,2
16,51,9,88,0.08879929332151171,8,1,9,1,25,95,88,1,64.87911783601801,1,1,1,1
10,49,4,116,0.9962147803726646,4,6,5,3,39,57,37,5,31.17826425623471,0,0,0,0
78,14,5,22,0.8511077949264158,11,12,4,7,14,69,8,5,63.755228242842065,1,1,1,1
24,74,10,60,0.6331686747586774,8,7,2,10,18,32,34,1,62.33837786188775,1,1,1,1
55,70,1,24,0.5806560868786694,11,20,2,8,28,84,89,2,95.80443176484127,1,1,2,2
33,39,1,31,0.8631170062456923,0,3,1,9,38,86,46,3,32.69744624180033,0,0,0,0
41,18,4,32,0.2555479261125325,3,4,2,3,19,75,15,1,34.04375644792451,0,0,0,0
76,35,7,34,0.39118606709754977,9,1,10,5,40,1,57,5,59.34167335182993,0,1,1,1
28,40,3,10,0.6646011853642768,7,16,5,7,36,65,100,5,52.93152767779648,0,0,1,1
41,79,3,100,0.6781213263209372,12,11,10,7,1,61,99,2,97.62901961782232,1,1,2,2
13,89,2,51,0.9422423180393503,14,12,9,3,32,64,18,0,100.0,1,1,2,2
53,81,7,66,0.5174212254068399,7,19,9,5,24,6,0,4,70.17655826133603,1,1,2,1
94,79,8,96,0.5210101256344116,1,12,7,10,18,91,90,2,76.88810621636587,1,1,2,2
52,7,7,11,0.5029649892193856,8,16,4,5,31,20,73,3,27.361639430032557,0,0,0,0
23,58,9,53,0.032398516664353894,3,11,9,5,2,18,73,0,32.38568281801536,0,0,0,0
2,97,9,90,0.7951741783856213,3,14,5,3,39,82,33,4,47.598812871125865,0,0,1,0
94,81,6,94,0.6561803545893395,2,10,9,7,32,31,48,5,61.10186813347213,1,1,1,1
86,65,10,84,0.18874380444098926,10,15,3,7,30,87,36,2,92.75307525543693,1,1,2,2
11,26,1,104,0.45676985619599386,12,1,9,10,37,81,82,4,67.70259492979903,1,1,1,1
36,15,6,110,0.35592671242887275,2,15,2,7,37,61,80,2,33.47903766503428,0,0,0,0
91,6,5,61,0.27234911875072,10,10,3,3,27,1,22,5,60.01783725938501,1,1,1,1
23,53,10,18,0.9644954025988658,6,17,5,3,13,14,48,1,30.95438864772341,0,0,0,0
50,71,9,36,0.09653272669019297,8,9,9,1,3,72,18,5,88.29821993161006,1,1,2,2
93,30,1,57,0.8661914092072933,9,3,3,4,30,56,98,5,78.87866131875661,1,1,2,2
29,84,1,60,0.3461065885749859,9,11,3,1,5,4,60,0,81.12662127094349,1,1,2,2
2,41,2,26,0.3599985882937682,6,20,5,2,2,65,95,4,58.21024298000498,0,1,1,1
81,75,7,82,0.7504000247667172,3,1,6,5,6,47,1,5,54.440696181714614,0,0,1,1
72,62,10,50,0.5786123719305456,2,18,2,5,1,37,72,0,40.37796446588856,0,0,0,0
75,19,5,78,0.8494324515835883,13,6,1,6,2,97,85,2,73.19729092029299,1,1,2,1
89,77,3,46,0.3982672297902293,7,7,2,1,9,31,43,3,92.23820361779804,1,1,2,2
54,81,9,41,0.6661296156255615,12,4,5,3,8,88,65,2,100.0,1,1,2,2
78,39,5,42,0.33530213548213705,10,20,6,2,25,42,86,0,80.25588883394659,1,1,2,2
78,44,1,27,0.459521051795891,2,6,9,7,2,26,33,4,52.87574351347555,0,0,1,1
18,42,8,11,0.957750109759631,13,5,3,3,8,77,24,1,70.47799957477511,1,1,2,1
30,35,2,36,0.7412863263031957,6,16,2,9,32,18,79,1,42.05012839118449,0,0,0,0
35,56,5,119,0.630808567368543,13,13,4,2,8,40,77,4,85.78225927850082,1,1,2,2
84,38,10,71,0.37944742659403563,2,2,3,2,7,31,76,4,44.24938966641756,0,0,0,0
52,31,10,114,0.2782626854500685,14,5,7,4,17,52,39,0,77.30517476565325,1,1,2,2
53,97,10,15,0.4663373619831791,5,9,2,6,27,80,91,2,73.36135758458046,1,1,2,1
95,62,1,44,0.007143936856386257,2,18,6,3,38,2,38,4,67.2277373509005,1,1,1,1
51,62,10,38,0.024909622247513807,13,4,4,3,4,84,30,2,98.91476419170371,1,1,2,2
6,23,3,28,0.5159942958036348,0,9,1,3,40,72,6,3,8.697291665530937,0,0,0,0
61,86,1,85,0.19849558442826498,14,10,2,2,22,40,83,0,100.0,1,1,2,2
37,25,4,120,0.7341339729097682,10,7,8,5,36,22,45,1,52.99750332609908,0,0,1,1
80,39,10,66,0.7911192512095524,3,10,5,3,35,5,36,4,38.238960540538805,0,0,0,0
55,9,6,110,0.16338074539793157,7,9,3,5,18,41,26,5,47.30205785931577,0,0,1,0
55,36,8,84,0.5324204728215371,12,14,4,2,30,67,96,4,70.65422124546544,1,1,2,1
0,50,6,98,0.217621847027891,9,9,4,10,17,43,93,0,58.15660809630275,0,1,1,1
14,72,5,108,0.28438579696267396,3,19,8,7,22,94,94,5,58.492118343592935,0,1,1,1
34,5,3,73,0.1693875651234633,12,0,3,5,1,20,55,1,55.83631471538306,0,1,1,1
38,14,10,59,0.9864135104890887,14,17,10,6,23,93,90,5,53.71555625074464,0,0,1,1
8,13,6,11,0.3827126643916713,1,7,2,9,8,17,86,2,0.0,0,0,0,0
83,2,9,28,0.44694212990317905,0,11,5,9,26,80,9,3,19.199345015375073,0,0,0,0
31,75,8,17,0.9907306721170198,13,1,3,5,12,30,69,3,79.08541019678954,1,1,2,2
13,26,3,93,0.0016970183602944555,13,1,10,7,3,78,3,2,92.58696544636639,1,1,2,2
42,50,9,100,0.39164070603748535,2,18,8,10,29,77,16,0,33.97688256184527,0,0,0,0
90,97,10,19,0.6222538963503876,2,18,1,4,14,35,8,3,66.64585481289643,1,1,1,1
55,18,10,69,0.3062013130279382,11,8,3,7,4,63,59,5,67.32769592398886,1,1,1,1
91,61,6,60,0.3853008316255465,4,7,7,8,9,71,61,3,71.72038963304985,1,1,2,1
55,78,9,108,0.4535961637429954,5,19,3,5,26,64,94,4,70.99385582970004,1,1,2,1
52,3,9,91,0.06831952639684835,13,2,9,2,35,59,27,5,56.85914903598032,0,1,1,1
51,60,6,28,0.7009825706887889,14,18,9,7,13,13,32,0,81.0973661861569,1,1,2,2
33,30,9,116,0.016591105111702587,9,17,7,8,31,14,43,2,61.36677282609617,1,1,1,1
66,98,4,40,0.5452613667148031,0,18,2,3,22,51,68,2,67.66878564871318,1,1,1,1
57,37,5,80,0.5220878129423379,9,20,4,4,1,7,18,4,63.906596908182514,1,1,1,1
53,65,9,47,0.0027228780227696037,0,17,9,6,16,18,52,1,43.78852717591354,0,0,0,0
7,15,8,88,0.6505848942526642,6,9,5,1,10,60,44,3,23.68740123055218,0,0,0,0
60,9,8,115,0.08373837145898111,7,9,2,8,38,50,98,3,52.021604127259245,0,0,1,1
11,67,2,81,0.5680756350719856,10,11,7,6,15,59,69,1,76.56466539036207,1,1,2,2
34,6,6,107,0.33742437278728354,5,10,10,7,8,79,39,0,24.495392241574304,0,0,0,0
65,75,10,64,0.4304374409416206,4,15,2,6,10,52,37,3,63.24213150633222,1,1,1,1
45,79,5,118,0.19190082759013882,1,20,10,8,12,70,66,2,58.108876290940394,0,1,1,1
47,42,7,76,0.17318858056985442,9,5,9,10,30,47,48,1,67.44511741962701,1,1,1,1
37,94,3,65,0.9690003864594339,10,11,7,4,23,26,73,1,84.75741713082846,1,1,2,2
15,91,3,102,0.448912821076738,14,3,2,9,34,11,18,4,97.88891947171415,1,1,2,2
42,29,5,85,0.042643868837846655,5,2,2,6,20,68,38,4,57.83863505145186,0,1,1,1
38,94,6,19,0.3605338732235117,1,1,9,9,40,23,63,1,53.0477444537725,0,0,1,1
93,89,2,16,0.21375398127628975,14,16,5,2,14,65,84,3,100.0,1,1,2,2
36,37,6,58,0.9149395928361556,4,0,10,7,33,58,97,3,39.35186120038894,0,0,0,0
70,40,2,36,0.3841373906056561,7,18,9,1,30,43,49,1,72.11279877725022,1,1,2,1
66,1,5,46,0.9306197462310316,8,17,2,8,29,62,94,1,45.24198649775428,0,0,1,0
86,54,5,38,0.6414044159236111,12,7,8,8,18,69,83,3,93.77755918143257,1,1,2,2
56,12,2,38,0.5895798771560865,6,3,7,2,25,73,76,1,47.515776367390416,0,0,1,0
94,49,10,45,0.7703268801891527,0,6,3,10,9,24,18,1,35.20101037917561,0,0,0,0
17,67,6,55,0.2652936683141164,5,17,1,3,15,66,75,0,53.8900688297303,0,0,1,1
3,20,7,61,0.07407136498888267,12,7,2,3,15,88,18,2,67.2262524368826,1,1,1,1
56,76,9,19,0.49466255978620377,3,12,9,6,13,51,75,5,51.15114050875,0,0,1,1
51,100,1,112,0.48800157848079695,5,6,3,5,14,25,13,2,77.42019431784563,1,1,2,2
54,67,6,29,0.5038191044356395,1,8,4,7,18,4,43,2,31.653111635397668,0,0,0,0
87,92,6,53,0.6723483690554022,0,20,4,9,37,56,98,1,70.38555405896794,1,1,2,1
51,22,7,84,0.07157920188404165,8,9,2,4,8,41,28,3,50.73491973118054,0,0,1,1
20,11,8,63,0.16506871751483332,7,8,7,3,31,60,56,4,41.05243661508101,0,0,0,0
37,25,8,96,0.41246817686237935,11,12,7,10,34,26,67,5,52.88062012546414,0,0,1,1
56,83,9,79,0.1409480672604987,10,16,4,10,17,6,64,4,79.64301348312186,1,1,2,2
34,65,8,108,0.5767499498519892,10,1,10,8,27,11,40,4,55.68232714867652,0,1,1,1
14,71,7,29,0.3310240399132769,0,12,3,5,8,55,57,5,34.9723561663425,0,0,0,0
92,93,3,77,0.7774168488790524,4,1,2,2,2,46,78,4,95.69940159457062,1,1,2,2
73,85,1,40,0.8641710863435924,13,1,4,10,7,28,43,2,100.0,1,1,2,2
35,21,9,97,0.2615129446120201,5,16,3,6,5,99,61,1,42.3584602528569,0,0,0,0
10,83,9,109,0.012494673233400588,0,1,3,4,25,68,46,5,42.06914580455721,0,0,0,0
71,44,5,48,0.7751538196812734,11,4,5,5,23,51,90,4,74.9200738506661,1,1,2,1
96,53,5,28,0.9150969125969337,10,0,7,4,30,43,48,2,81.76091983147471,1,1,2,2
24,93,7,15,0.9391730725911358,0,3,2,1,28,83,96,3,44.172285835297416,0,0,0,0
52,86,3,17,0.4653961580149636,1,2,10,8,6,13,75,3,52.26058352220249,0,0,1,1
68,55,9,120,0.3684306081207228,14,19,3,6,40,97,34,0,100.0,1,1,2,2
69,54,4,114,0.6798750599225512,0,20,6,7,29,5,92,1,25.515180531636403,0,0,0,0
1,48,8,78,0.5902929573084281,13,20,4,10,11,30,49,3,61.73446722802549,1,1,1,1
87,75,2,28,0.38968229980839875,0,5,2,6,12,40,1,3,65.43766754002567,1,1,1,1
75,70,4,69,0.2406479576815732,0,8,3,5,33,48,20,1,55.550685972658385,0,1,1,1
92,42,4,45,0.6764840487982403,11,2,4,9,18,51,55,2,86.63749940841197,1,1,2,2
38,64,4,79,0.762737497874046,10,9,7,5,7,33,52,5,73.44998493921774,1,1,2,1
58,91,1,27,0.1683667337451077,5,13,5,8,12,22,5,1,79.46083596607946,1,1,2,2
13,72,10,48,0.1978748198234348,10,7,3,1,31,56,90,1,74.33673262905899,1,1,2,1
18,97,4,58,0.21786776750351922,6,8,9,9,16,66,63,0,76.9938561137699,1,1,2,2
48,82,9,29,0.7916807912868596,12,20,2,10,39,19,8,0,85.12334435838638,1,1,2,2
47,94,1,55,0.12228352584309321,4,16,1,1,30,98,22,2,91.11944875035478,1,1,2,2
42,99,7,13,0.9537093249449288,14,14,4,3,7,67,91,1,100.0,1,1,2,2
87,52,8,18,0.07723148635720856,0,15,5,7,10,81,7,3,59.08595579899578,0,1,1,1
82,48,9,105,0.5681040510510232,9,1,1,5,33,39,52,4,71.24973497160629,1,1,2,1
9,95,10,15,0.3842218436822018,4,17,6,3,22,67,29,3,69.95607978551212,1,1,1,1
12,9,4,75,0.8691177887913056,5,3,2,9,12,33,76,0,12.124067566007387,0,0,0,0
34,85,3,24,0.6903209553806771,0,18,8,1,12,35,79,2,50.24582693968336,0,0,1,1
29,97,6,80,0.48767685109237124,11,19,8,8,10,86,30,2,100.0,1,1,2,2
66,27,4,34,0.11970386752303575,0,12,4,1,35,1,57,3,25.94876753094186,0,0,0,0
93,42,1,51,0.7054066196519782,12,16,2,10,38,43,63,2,95.55207783280443,1,1,2,2
69,62,6,47,0.04513246719840325,14,6,5,5,10,91,53,5,100.0,1,1,2,2
40,92,1,34,0.6815047307006801,0,3,10,3,16,85,88,4,71.0854105233005,1,1,2,1
92,88,9,113,0.5345758532242106,2,10,9,9,6,79,6,0,73.83795008007046,1,1,2,1
71,99,4,50,0.5113138687812334,7,9,8,5,23,72,73,5,98.45920082361086,1,1,2,2
34,83,4,87,0.9822376012325662,10,4,2,1,20,16,11,3,66.0943733119384,1,1,1,1
49,6,2,15,0.6332815644717441,1,14,1,10,33,77,88,1,15.491856371707263,0,0,0,0
43,44,9,46,0.9003107913063794,0,16,2,3,32,26,22,3,13.759158944311528,0,0,0,0
71,77,9,17,0.27830235811194404,12,16,10,7,27,1,37,0,96.53651748103341,1,1,2,2
52,92,8,36,0.440014836256558,14,20,1,8,33,49,21,2,100.0,1,1,2,2
60,76,1,59,0.3631319116003032,2,7,1,10,17,63,2,4,70.22741277186351,1,1,2,1
24,72,5,106,0.6264018694814326,2,8,10,6,25,38,10,0,48.72500662066382,0,0,1,0
12,50,5,52,0.6652125999154852,2,11,3,6,1,46,57,3,29.866955092454017,0,0,0,0
73,82,7,50,0.047230923462959096,4,20,1,3,32,48,11,5,77.3807860502869,1,1,2,2
8,61,3,36,0.23131945675729282,12,14,6,8,8,47,45,0,82.02063001282671,1,1,2,2
64,96,7,49,0.031079229329314617,11,14,8,8,18,72,45,0,100.0,1,1,2,2
58,84,1,62,0.28260015997970034,11,18,7,3,7,36,82,2,100.0,1,1,2,2
66,44,7,89,0.7390039687945803,5,5,2,10,26,2,64,3,37.17875801076337,0,0,0,0
79,42,10,104,0.22509046269747757,14,1,5,4,15,68,40,0,100.0,1,1,2,2
79,61,2,45,0.29946558856638306,0,10,1,5,20,48,18,0,53.390426650301755,0,0,1,1
38,48,1,71,0.38840213189494055,14,1,8,6,31,40,10,5,94.51138714321321,1,1,2,2
5,60,9,87,0.7027616755222873,5,6,6,5,9,85,91,0,48.61907206822845,0,0,1,0
34,21,3,45,0.9396619057222393,11,16,3,10,40,57,1,1,57.09843497291751,0,1,1,1
89,7,3,92,0.049353269283981316,7,20,8,10,14,32,63,0,60.6318822925131,1,1,1,1
59,96,5,102,0.4791835826721703,13,18,8,8,37,86,10,4,100.0,1,1,2,2
5,81,10,31,0.25206406903885104,11,4,5,4,22,42,82,0,67.78964823512732,1,1,1,1
29,81,7,62,0.9417930078587942,13,2,6,2,15,63,50,5,85.60616359111975,1,1,2,2
70,33,2,21,0.5860124283929046,2,7,10,2,24,4,55,3,31.295609301693933,0,0,0,0
1,46,4,68,0.7574409338256624,9,8,1,9,5,86,39,2,50.40244523739582,0,0,1,1
49,45,4,120,0.626745773113147,6,12,1,9,13,83,13,4,67.29638133830339,1,1,1,1
26,10,7,85,0.5893136134103006,12,8,8,3,36,54,1,3,57.04893673635679,0,1,1,1
83,26,6,59,0.735291628564195,4,8,7,10,14,25,57,2,36.56333853836272,0,0,0,0
31,100,8,34,0.5189955234230894,3,5,9,1,36,3,15,3,47.20868193097612,0,0,1,0
90,39,8,80,0.2683379427340695,12,6,2,3,35,33,62,1,89.92477274683515,1,1,2,2
93,25,1,51,0.8932483370144826,6,14,5,10,1,21,12,4,52.23305861306714,0,0,1,1
79,43,1,41,0.5524247527925442,4,14,1,6,15,81,0,5,66.77667577670637,1,1,1,1
15,11,9,35,0.37447498363796117,0,5,3,9,30,31,65,2,0.0,0,0,0,0
15,39,5,10,0.3741850165392693,2,1,2,6,32,83,58,4,31.242705526904892,0,0,0,0
44,55,2,44,0.22921538799894714,11,1,5,6,5,39,50,2,82.60578524758061,1,1,2,2
42,49,9,36,0.31937555415275776,8,8,9,3,37,49,70,0,62.490229510989465,1,1,1,1
100,46,2,76,0.27633700617252965,2,17,5,7,37,72,91,3,58.52331014581861,0,1,1,1
100,4,10,36,0.14792170479607392,3,12,1,9,40,98,33,3,46.89027150048895,0,0,1,0
95,35,4,104,0.45614462163887304,2,19,3,6,3,17,19,5,44.23331001013346,0,0,0,0
94,54,8,24,0.11866516334158095,1,3,6,1,29,95,98,3,57.32137298193287,0,1,1,1
12,57,9,46,0.8314872254976149,9,13,10,10,25,82,2,3,55.504626353888206,0,1,1,1
62,53,10,13,0.3026354926642465,14,15,7,8,6,78,36,5,91.3849938914243,1,1,2,2
68,49,3,110,0.9581696632108097,1,2,7,1,15,63,47,3,42.40969467054294,0,0,0,0
96,93,4,41,0.711794244754042,2,12,9,8,30,62,57,3,76.75565516963675,1,1,2,2
63,85,6,75,0.08100728549634906,5,17,3,6,22,71,2,0,92.09414610468406,1,1,2,2
57,61,9,84,0.7703644882191196,3,5,2,3,15,98,30,3,57.08987349580122,0,1,1,1
64,4,4,75,0.573545438284289,11,1,10,1,28,65,79,4,64.24029845272756,1,1,1,1
14,54,4,24,0.8803238154912415,5,14,5,5,20,77,19,1,57.616396085593344,0,1,1,1
94,64,5,64,0.45910145679708203,9,18,9,7,32,67,38,0,99.28210994541736,1,1,2,2
53,85,9,117,0.1593920749406479,13,0,4,3,27,10,8,3,89.38569195606566,1,1,2,2
61,35,10,86,0.6440191980302747,13,5,9,4,40,61,22,5,74.30564700699983,1,1,2,1
32,86,7,26,0.8873110515267807,9,14,1,10,22,1,71,1,64.69115568872246,1,1,1,1
40,34,7,59,0.6447930317318337,10,9,9,8,12,36,61,4,59.72777922643863,0,1,1,1
32,14,1,60,0.29962704973072507,6,4,3,3,35,89,83,4,49.656181422593015,0,0,1,0
14,78,4,82,0.3119826035865705,7,8,3,2,9,84,96,3,83.5851095182785,1,1,2,2
1,0,1,44,0.9690565828489369,8,3,4,2,6,77,44,1,28.641593863432952,0,0,0,0
0,52,4,112,0.7507528026060986,5,0,4,8,17,73,55,4,39.150772875051565,0,0,0,0
58,56,1,100,0.37058406195054705,10,19,9,10,32,0,66,2,71.89452217668634,1,1,2,1
33,11,9,92,0.23875161708987946,4,1,5,8,10,10,93,4,21.702794697777357,0,0,0,0
57,17,9,59,0.14286667238399864,3,13,3,2,9,89,60,5,41.58157154228948,0,0,0,0
67,15,9,12,0.09458903129385732,7,4,8,7,23,68,67,5,53.88764129395302,0,0,1,1
24,5,7,54,0.5030526713022071,14,2,7,7,12,32,20,0,64.6084406848914,1,1,1,1
83,39,3,84,0.26839817972444235,11,19,1,1,9,42,22,4,84.74082100172639,1,1,2,2
16,99,2,112,0.5030041417017247,13,10,6,2,36,49,31,4,100.0,1,1,2,2
73,77,5,91,0.6504586836944531,1,3,7,6,15,91,8,5,61.86748087683783,1,1,1,1
27,84,3,31,0.8606867986494116,0,7,1,1,7,92,24,1,52.66462242853117,0,0,1,1
49,5,9,103,0.7774255604639251,13,15,9,8,22,9,80,4,48.15992944818139,0,0,1,0
41,37,1,109,0.7952008514251567,11,14,8,1,17,22,22,0,70.42002978385389,1,1,2,1
91,40,2,22,0.15617558990621572,9,7,8,10,17,46,93,4,82.13000317722488,1,1,2,2
49,34,1,40,0.5458837237353903,13,13,7,1,8,89,74,2,96.72959066816482,1,1,2,2
87,35,6,108,0.9305700960819059,1,20,6,7,4,87,79,4,41.04985741507153,0,0,0,0
55,56,4,89,0.34535863718688853,6,9,5,6,23,5,48,4,61.556790575169586,1,1,1,1
58,40,7,96,0.35616940655862517,1,9,4,4,29,12,91,0,27.690177879832454,0,0,0,0
45,13,5,41,0.7161747842230887,2,8,9,8,22,42,2,2,29.4397570690016,0,0,0,0
59,91,8,23,0.8269915660116487,8,16,1,9,11,77,56,1,78.11607401108564,1,1,2,2
29,44,10,46,0.24420807560497737,12,11,6,5,5,24,41,2,69.56102675305297,1,1,1,1
93,51,1,104,0.11432163589704547,1,10,8,7,11,93,56,3,78.05981903152488,1,1,2,2
27,60,10,87,0.5039277699109418,4,15,7,2,12,98,81,2,49.96572455067145,0,0,1,0
59,43,1,11,0.26447910550325904,4,4,10,2,18,55,19,4,72.43072674709859,1,1,2,1
48,98,4,66,0.19722629802978986,8,1,7,2,24,29,64,3,87.98070448921716,1,1,2,2
73,79,1,90,0.7189848183271819,2,10,7,4,35,48,47,1,66.55847010827654,1,1,1,1
60,56,4,42,0.32109292449240756,12,19,10,7,15,72,12,0,95.295325470909,1,1,2,2
100,57,9,116,0.39021503064177665,6,14,6,1,36,81,4,4,88.59088175493214,1,1,2,2
48,59,10,93,0.26156503343682613,4,4,4,7,30,43,30,0,52.61589389826213,0,0,1,1
81,9,5,80,0.4589105107121657,2,19,9,7,17,18,51,0,30.011640613188675,0,0,0,0
10,94,2,34,0.5277852152093835,12,8,2,2,27,29,100,1,95.69220402873903,1,1,2,2
56,21,1,76,0.2567187976985116,2,9,4,3,29,98,9,3,49.685146674725985,0,0,1,0
20,67,1,19,0.8114794360304787,6,2,7,8,20,93,55,3,60.999857563672606,1,1,1,1
68,35,6,104,0.7357293782102693,12,1,1,5,34,96,20,4,78.59664614460569,1,1,2,2
1,73,1,96,0.03724706692160451,5,13,5,6,34,0,84,4,58.7369648884065,0,1,1,1
5,32,4,30,0.8530348022884485,3,13,6,9,1,1,49,5,8.31561690523951,0,0,0,0
99,62,7,12,0.752451268964422,9,0,1,7,24,59,88,0,74.94019884629684,1,1,2,1
9,85,3,30,0.5890752048572689,4,16,6,5,6,0,28,2,51.7893548558437,0,0,1,1
4,11,7,57,0.2511139123760846,13,15,9,1,24,90,51,3,64.9834269496573,1,1,1,1
36,21,7,91,0.15466939821402337,13,14,5,3,22,66,17,2,73.4400736620562,1,1,2,1
83,4,6,33,0.25225985907221893,10,0,3,8,13,73,45,5,73.4973310068047,1,1,2,1
72,62,9,49,0.5468771297751236,2,4,3,2,2,21,42,0,43.268517127907806,0,0,0,0
50,72,1,59,0.3645302688728663,9,12,5,2,27,70,48,3,96.52725530659205,1,1,2,2
34,57,1,75,0.8923013009271257,1,1,5,5,3,31,94,0,35.94859720763806,0,0,0,0
67,35,10,72,0.04322906568611029,14,6,10,8,30,79,21,4,93.44901420039317,1,1,2,2
65,67,7,80,0.9761439995536499,1,14,8,1,29,11,74,5,34.08883095527581,0,0,0,0
81,2,5,31,0.8896541482173353,0,9,9,7,37,51,83,5,16.636299644568247,0,0,0,0
20,88,6,75,0.3265818682967082,10,17,6,8,6,75,56,0,87.28059395881286,1,1,2,2
6,100,9,32,0.7370291178660027,7,4,6,7,2,45,91,4,59.13838022821104,0,1,1,1
62,57,8,93,0.03591430737460899,3,17,8,2,24,48,69,5,53.978420393417295,0,0,1,1
91,82,5,61,0.4359881005472106,7,1,1,5,13,90,23,1,96.0974231983516,1,1,2,2
63,75,5,12,0.26346058699564145,8,7,8,1,14,67,100,3,98.3786443661248,1,1,2,2
48,34,6,95,0.5569412145739129,3,2,2,5,10,46,96,5,31.207821354435275,0,0,0,0
11,39,2,75,0.5045158350531449,10,5,8,6,26,91,15,4,76.25511132149607,1,1,2,2
27,81,5,114,0.3398023012629725,8,8,4,4,22,3,52,0,65.92269359599192,1,1,1,1
74,87,4,80,0.9592661967800079,8,11,10,10,7,44,21,0,75.22606641399452,1,1,2,2
37,96,5,59,0.16108894377895866,10,12,6,5,17,57,77,5,99.8816637907223,1,1,2,2
54,81,7,87,0.30211095768461427,4,18,2,4,38,14,95,5,65.6091990408452,1,1,1,1
76,91,2,78,0.22555680402807898,14,6,1,5,19,87,53,0,100.0,1,1,2,2
100,5,8,78,0.750417552269716,3,1,8,10,20,84,75,0,35.71315462649102,0,0,0,0
9,73,9,20,0.9725503620915406,7,10,4,9,3,30,100,5,54.22890484496127,0,0,1,1
74,59,5,80,0.5561015719950587,3,9,9,5,17,3,92,2,46.58630340181024,0,0,1,0
6,20,9,88,0.18181126689133842,10,0,3,7,9,99,6,5,51.73711027069237,0,0,1,1
1,43,3,21,0.10298004600143007,13,4,6,10,15,8,22,1,68.04132783757825,1,1,1,1
94,85,3,99,0.19047940304803235,14,20,10,2,14,72,34,3,100.0,1,1,2,2
88,1,1,20,0.8057598343017975,11,13,8,6,15,19,61,1,60.0273434711986,1,1,1,1
84,78,6,41,0.2635585529441127,6,6,2,8,29,50,23,2,87.24855061511069,1,1,2,2
2,66,10,95,0.7798706900776766,12,4,6,1,15,33,94,0,49.927432189398885,0,0,1,0
73,42,2,41,0.0664230082430255,2,8,4,10,15,95,9,0,65.24231966286659,1,1,1,1
47,91,7,45,0.5411495442611923,5,5,3,4,35,44,100,1,66.97713401827596,1,1,1,1
44,90,10,15,0.902982150529537,11,10,3,7,2,85,78,4,100.0,1,1,2,2
96,42,4,23,0.46173971451592744,12,7,2,9,7,27,74,4,88.15397308117699,1,1,2,2
88,73,5,63,0.5328927043303352,1,20,1,8,6,58,78,3,60.51288515385069,1,1,1,1
46,19,8,92,0.8502052646326518,6,20,5,4,37,72,74,3,36.82200631590488,0,0,0,0
77,3,3,99,0.2569248573342021,10,14,10,7,12,14,98,0,64.17784203417207,1,1,1,1
71,89,6,47,0.7980041188667719,4,6,10,7,12,16,47,0,63.20167495124972,1,1,1,1
21,1,7,71,0.20177121640254758,7,11,1,5,17,53,66,5,34.954418936892964,0,0,0,0
40,20,8,107,0.81938615385976,12,3,5,10,6,12,44,0,50.41560527741066,0,0,1,1
88,67,10,44,0.48762760131256766,13,12,5,4,32,66,28,1,91.99890751243366,1,1,2,2
31,92,7,71,0.466675364036659,8,9,2,1,9,85,18,4,85.14822028562912,1,1,2,2
86,4,8,76,0.15953746520137535,10,17,6,7,20,83,23,0,75.57103589745226,1,1,2,2
28,10,7,21,0.9251061387848128,8,7,8,2,12,84,27,2,42.40994840162736,0,0,0,0
10,56,2,56,0.28721113300700696,4,16,6,2,14,43,2,0,48.76630264359047,0,0,1,0
30,18,1,84,0.28315011404671797,12,16,10,9,14,54,28,5,63.55819569411175,1,1,1,1
44,17,1,36,0.752134467547635,8,13,10,6,20,35,22,5,56.47108667631852,0,1,1,1
85,3,8,110,0.6269017657443494,7,4,8,2,38,31,4,0,43.388810796912985,0,0,0,0
2,85,3,89,0.34582439113733565,5,12,9,7,11,68,70,3,64.58601725831969,1,1,1,1
29,58,6,93,0.32071145868485673,6,13,6,1,2,88,13,2,57.16809683879981,0,1,1,1
18,13,5,107,0.88766371611357,4,2,10,5,2,34,50,4,18.58208919708086,0,0,0,0
74,59,1,91,0.22721584763290004,6,1,4,9,23,90,90,2,89.14663257740197,1,1,2,2
57,47,1,41,0.14968920272783204,14,17,9,5,16,32,44,1,96.11737723962501,1,1,2,2
77,20,7,109,0.9680478127805173,10,4,1,1,15,15,98,1,57.570198838169546,0,1,1,1
11,62,7,53,0.2533679091615689,10,12,8,7,9,31,95,5,67.54511189244889,1,1,1,1
99,66,1,42,0.7257566907971067,10,3,1,5,14,40,75,3,96.72115184516721,1,1,2,2
100,87,1,41,0.33908487901109075,5,10,2,6,23,85,26,2,100.0,1,1,2,2
90,51,9,74,0.4600097420913051,9,10,8,6,26,30,3,4,68.48684215148559,1,1,1,1
15,34,3,87,0.46911597987204035,7,10,10,4,38,47,42,5,48.396448003397055,0,0,1,0
73,4,1,95,0.017271331327896045,11,4,2,10,26,73,64,0,74.97654319477017,1,1,2,1
